educat_gr,act_st,mb01m_gr,hh_ident,anr,mb02,mc02a,me12a,father,me03,mb05,mb04,ved_st,mother,mb01a_gr,partner,mb01f_gr,me0908_1z,mb011a_gr,study_gr,objectid,age
3,3,LT,11850,1,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,444,78
2,1,LT,11856,1,2,2,3,,1,1,2,1,,LT,2,LT,5,LT,8,445,59
2,2,LT,11856,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,446,61
3,3,LT,11857,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,447,71
3,3,LT,11857,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,448,69
3,1,LT,11858,1,1,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,449,54
3,1,LT,11858,2,2,2,3,,1,2,2,1,,LT,1,LT,2,LT,8,450,51
3,3,LT,11865,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,451,73
3,1,99,11867,1,1,2,3,,1,2,2,1,,LT,2,99,8,LT,8,452,46
3,1,LT,11867,2,2,2,3,,1,1,2,1,,LT,1,99,3,LT,8,453,36
8,8,88,11867,4,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,454,8
8,8,88,11867,5,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,455,2
2,4,00,11874,1,2,2,8,,8,1,1,3,2,LT,,00,88,LT,8,456,38
2,1,LT,11874,2,2,2,3,,1,4,3,3,,00,,00,2,LT,8,457,61
2,1,LT,11893,1,2,2,3,,1,1,4,3,,LT,,LT,5,LT,8,458,58
2,1,LT,11893,2,2,2,3,,1,3,1,3,1,LT,,LT,5,LT,8,459,25
1,1,LT,11898,1,1,2,3,,1,1,2,1,,LT,2,LT,,LT,8,460,50
3,1,LT,11898,2,2,2,3,,1,2,2,1,,LT,1,LT,,LT,8,461,56
3,2,LT,11898,4,1,2,8,1,8,3,1,3,2,LT,,LT,88,LT,8,462,24
2,3,LT,11900,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,463,76
2,3,00,11901,2,2,2,8,,8,1,4,3,,LT,,00,88,LT,8,464,68
3,1,LT,11905,1,2,2,3,,1,2,2,1,,LT,2,LT,3,LT,8,465,59
3,1,LT,11905,2,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,466,62
3,1,LT,11907,2,2,2,3,,1,1,4,3,,LT,,LT,5,LT,8,467,59
2,1,LT,11908,1,1,2,3,,1,1,1,3,,LT,,LT,,LT,8,468,53
2,3,LT,11915,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,469,79
3,1,LT,11919,1,2,2,3,,1,1,4,3,,LT,,LT,1,LT,8,470,65
2,1,LT,11921,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,471,56
2,1,LT,11921,2,1,2,2,,8,1,2,1,,LT,1,LT,3,LT,8,472,62
3,3,LT,11926,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,473,70
3,3,00,11926,2,2,2,8,,8,2,2,1,,00,1,00,88,LT,8,474,68
2,1,LT,11927,1,2,2,3,,1,1,4,3,,LT,,LT,7,LT,8,475,45
3,3,LT,11928,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,476,83
3,3,LT,11928,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,477,79
3,1,LT,11929,1,1,2,3,,1,1,1,3,,LT,,LT,7,LT,8,478,44
2,3,LT,11934,1,2,2,8,,8,1,2,1,,00,2,LT,88,LT,8,479,69
1,3,LT,11934,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,480,71
2,3,LT,11937,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,481,68
2,3,LT,11944,1,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,482,84
3,1,LT,11944,2,2,2,3,,1,1,1,3,1,LT,,LT,2,LT,8,483,60
2,1,LT,11946,1,1,2,3,,1,1,2,1,,LT,2,LT,8,LT,8,484,51
2,6,LT,11946,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,485,52
2,2,LT,11946,3,1,2,8,1,8,3,1,3,2,LT,,LT,88,LT,8,486,19
3,1,LT,11951,2,1,2,3,,1,1,4,2,,LT,3,LT,7,LT,8,487,59
3,2,LT,11951,3,2,2,8,,8,2,4,2,,LT,2,LT,88,LT,8,488,61
2,3,00,11952,1,2,2,8,,8,1,4,3,,00,,00,88,LT,8,489,79
3,3,LT,11953,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,490,82
3,2,LT,11955,1,1,2,8,,8,1,1,3,,00,,00,88,LT,8,491,40
3,1,LT,11959,1,1,2,2,,8,1,2,1,,LT,2,LT,1,LT,8,492,36
3,1,LT,11959,2,2,2,3,,1,2,2,1,,LT,1,LT,4,LT,8,493,38
8,8,88,11959,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,494,11
2,2,LT,11962,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,495,46
2,3,LT,11963,1,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,496,77
2,1,LT,11963,3,2,2,3,,1,1,2,1,,LT,1,LT,5,LT,8,497,63
2,2,LT,11964,2,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,498,23
3,1,LT,11967,1,2,2,3,,1,1,1,3,,LT,,LT,2,LT,8,499,65
2,1,00,11971,1,2,2,3,,1,1,2,3,,00,,00,8,LT,8,500,57
2,3,LT,11973,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,501,78
2,3,LT,11973,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,502,77
2,6,LT,11978,1,1,2,8,,8,3,4,3,2,LT,,LT,88,LT,8,503,53
2,3,LT,11978,2,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,504,76
1,4,LT,11981,1,1,2,8,2,8,3,1,3,3,LT,,00,88,LT,8,505,48
1,3,00,11981,2,1,2,8,,8,1,2,1,,00,3,00,88,LT,8,506,76
2,3,LT,11981,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,507,73
2,1,LT,11983,2,2,2,3,,1,1,2,3,,LT,,LT,7,LT,8,508,51
1,5,LT,11983,3,1,1,8,,8,3,1,3,2,LT,,LT,88,LT,2,509,17
2,1,LT,11985,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,510,53
2,1,LT,11985,2,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,511,56
3,1,LT,12001,1,2,2,3,,1,1,1,2,,LT,4,LT,2,LT,8,512,49
2,1,LT,12001,4,1,2,3,,1,2,1,2,,LT,1,LT,3,LT,8,513,50
3,1,LT,12004,1,1,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,514,41
3,1,LT,12004,2,2,2,3,,1,2,2,1,,LT,1,LT,1,LT,8,515,36
8,8,88,12004,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,516,8
8,8,88,12004,4,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,517,4
2,3,LT,12006,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,518,69
2,4,LT,12006,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,519,63
2,1,LT,12011,1,1,2,3,,1,1,1,2,,LT,2,LT,8,LT,8,520,29
2,1,LT,12011,2,2,2,3,,1,2,1,2,,LT,1,LT,5,LT,8,521,29
8,8,88,12011,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,522,10
2,4,LT,12015,2,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,523,54
1,3,LT,12016,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,524,85
3,3,LT,12017,2,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,525,72
3,3,LT,12017,3,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,526,65
2,3,LT,12018,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,527,69
2,5,LT,12020,1,1,1,8,2,8,3,1,3,3,LT,,LT,88,LT,3,528,22
2,1,LT,12020,2,1,2,2,,8,1,2,1,,LT,3,LT,7,LT,8,529,47
3,1,LT,12020,3,2,2,3,,1,2,2,1,,LT,2,LT,3,LT,8,530,51
3,1,LT,12028,1,2,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,531,46
3,1,LT,12028,2,1,2,3,,1,2,2,1,,LT,1,LT,2,LT,8,532,52
1,5,LT,12028,3,2,1,8,2,8,3,1,3,1,LT,,LT,88,LT,2,533,17
8,8,88,12028,4,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,534,14
8,8,88,12028,5,2,8,8,,8,6,1,8,,88,,88,88,88,8,535,14
1,4,LT,12030,1,2,2,8,,8,5,1,3,,LT,,LT,88,LT,8,536,34
2,3,LT,12030,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,537,85
3,4,LT,12031,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,538,62
2,3,LT,12039,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,539,72
1,3,LT,12044,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,540,79
2,1,LT,12044,2,2,2,3,,1,2,2,1,,LT,1,LT,,LT,8,541,55
2,1,LT,12047,1,1,2,3,,2,2,2,1,,LT,2,LT,8,LT,8,542,44
2,1,LT,12047,2,2,2,3,,1,1,2,1,,LT,1,LT,5,LT,8,543,38
8,8,88,12047,3,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,544,10
2,3,LT,12054,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,545,75
3,3,LT,12057,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,546,80
2,3,LT,12058,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,547,80
2,1,LT,12062,1,2,2,2,,8,1,4,3,,LT,,LT,5,LT,8,548,61
2,3,LT,12067,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,549,79
1,3,LT,12070,1,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,550,84
2,1,LT,12072,1,1,2,3,,1,1,2,1,,LT,2,LT,8,LT,8,551,58
2,1,LT,12072,2,2,2,3,,1,2,2,1,,LT,1,LT,8,LT,8,552,57
3,1,LT,12076,1,2,2,3,,1,1,4,3,,LT,,LT,2,LT,8,553,59
2,3,LT,12082,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,554,85
2,3,LT,12083,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,555,73
2,3,LT,12083,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,556,73
2,1,00,12086,2,1,2,3,,1,1,2,1,,00,3,00,8,LT,8,557,55
2,1,00,12086,3,2,2,3,,1,2,2,1,,00,2,00,7,LT,8,558,52
1,3,LT,12087,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,559,82
3,1,LT,12088,1,1,2,2,,8,1,4,2,,LT,2,LT,7,LT,8,560,53
3,1,LT,12088,2,2,2,3,,1,2,2,2,,LT,1,LT,2,LT,8,561,53
2,3,LT,12092,1,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,562,70
2,1,LT,12092,2,2,2,3,,1,1,1,3,1,LT,,LT,,LT,8,563,45
2,1,LT,12092,3,1,2,3,,1,3,1,3,2,LT,,LT,5,LT,8,564,23
2,3,LT,12094,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,565,85
1,3,LT,12097,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,566,78
1,3,LT,12100,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,567,80
2,3,LT,12104,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,568,81
1,3,LT,12104,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,569,92
3,1,LT,12107,1,2,2,3,,1,1,4,3,,LT,,LT,7,LT,8,570,58
3,2,LT,12108,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,571,31
8,8,88,12108,2,2,8,8,,8,3,1,8,1,88,,88,88,88,8,572,2
2,3,00,12109,1,2,2,8,,8,1,4,3,,00,,00,88,LT,8,573,72
1,3,00,12114,1,2,2,8,,8,1,2,3,,00,,00,88,00,8,574,70
2,3,LT,12119,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,575,65
3,3,LT,12119,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,576,66
2,3,LT,12122,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,577,68
2,1,LT,12123,1,1,2,3,,1,3,2,3,2,LT,,LT,7,LT,8,578,28
2,1,LT,12123,2,2,2,3,,1,1,2,3,,LT,,LT,,LT,8,579,57
2,3,LT,12126,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,580,86
2,1,00,12127,1,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,581,61
2,1,LT,12127,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,582,61
2,3,LT,12130,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,583,72
2,1,LT,12133,1,2,2,3,,1,1,3,3,,LT,,00,3,LT,8,584,52
3,3,LT,12136,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,585,73
2,3,LT,12136,2,1,2,8,,8,1,2,1,,LT,1,00,88,LT,8,586,78
2,3,LT,12141,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,587,65
3,1,LT,12142,1,2,2,3,,1,1,4,3,,LT,,LT,5,LT,8,588,54
2,1,LT,12144,2,1,2,3,,1,1,2,1,,LT,3,LT,,LT,8,589,51
2,6,LT,12144,3,2,2,8,,8,2,2,1,,LT,2,00,88,LT,8,590,47
1,3,LT,12150,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,591,75
2,3,LT,12150,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,592,70
3,1,LT,12151,1,2,2,3,,1,1,2,3,,LT,,LT,1,LT,8,593,41
8,8,88,12151,2,2,8,8,,8,3,1,8,1,88,,88,88,88,8,594,12
3,3,LT,12154,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,595,65
3,3,00,12155,1,2,2,8,,8,1,3,3,,00,,00,88,LT,8,596,85
3,1,LT,12158,1,1,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,597,32
3,1,LT,12158,2,2,2,3,,1,2,2,1,,LT,1,LT,2,LT,8,598,31
8,8,88,12158,3,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,599,4
2,4,LT,12161,1,1,2,8,,8,3,4,3,2,LT,,LT,88,LT,8,600,56
1,3,LT,12161,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,601,80
2,2,LT,12162,1,1,2,8,,8,3,1,3,3,LT,,LT,88,LT,8,602,48
1,3,00,12162,3,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,603,72
2,4,LT,12162,4,1,2,8,,8,3,1,3,3,LT,,LT,88,LT,8,604,38
2,3,LT,12163,1,2,2,8,,8,1,1,3,,LT,,00,88,LT,8,605,77
2,1,LT,12165,1,1,2,3,,1,1,2,1,,LT,2,LT,7,LT,8,606,60
3,1,LT,12165,2,2,2,3,,1,2,2,1,,LT,1,LT,2,LT,8,607,59
2,3,LT,12167,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,608,66
2,2,LT,12167,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,609,62
1,3,LT,12168,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,610,80
2,3,LT,12169,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,611,72
2,1,LT,12171,1,1,1,3,,1,1,1,3,,LT,,LT,,LT,3,612,24
2,3,LT,12173,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,613,68
3,3,LT,12173,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,614,64
2,3,LT,12173,3,2,2,8,,8,6,4,3,,LT,,LT,88,LT,8,615,98
2,1,LT,12178,1,1,2,3,,1,1,2,1,,LT,2,LT,,LT,8,616,30
2,1,LT,12178,2,2,2,3,,1,2,2,1,,LT,1,LT,,LT,8,617,31
8,8,88,12178,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,618,7
8,8,88,12178,4,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,619,6
2,3,LT,12184,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,620,77
2,3,LT,12184,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,621,79
3,1,LT,12187,1,2,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,622,58
3,1,LT,12187,2,1,2,3,,1,2,2,1,,LT,1,LT,2,LT,8,623,60
3,1,LT,12187,3,2,2,2,2,8,3,2,3,1,LT,,LT,2,LT,8,624,34
2,1,LT,12188,1,1,2,3,,1,1,4,3,,LT,,LT,,LT,8,625,63
1,5,LT,12188,4,2,1,8,1,8,3,1,3,,00,,LT,88,LT,2,626,18
3,1,LT,12189,1,2,2,3,,2,1,2,1,,LT,2,LT,2,LT,8,627,28
2,1,LT,12189,2,1,2,3,,2,2,2,1,,LT,1,LT,3,LT,8,628,29
8,8,88,12189,3,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,629,0
2,2,00,12193,1,1,2,8,,8,2,2,1,,00,2,00,88,00,8,630,63
2,2,00,12193,2,2,2,8,,8,1,2,1,,00,1,00,88,00,8,631,55
1,3,LT,12194,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,632,74
2,1,LT,12195,1,2,2,3,,1,3,1,3,2,LT,,LT,,LT,8,633,20
2,1,LT,12195,2,2,2,3,,1,1,1,3,,LT,,LT,5,LT,8,634,48
8,8,88,12195,3,1,8,8,,8,5,1,8,1,88,,88,88,88,8,635,2
2,1,LT,12201,1,1,2,3,,1,1,1,3,,LT,,LT,8,LT,8,636,28
3,5,LT,12202,2,1,1,8,,8,1,1,3,,LT,,LT,88,LT,3,637,24
2,3,LT,12204,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,638,76
2,3,LT,12204,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,639,78
2,1,LT,12204,3,1,2,3,2,1,3,4,3,1,LT,,LT,5,LT,8,640,54
2,1,LT,12205,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,641,62
2,1,LT,12205,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,642,65
3,1,LT,12209,1,1,2,2,,8,1,2,1,,LT,2,LT,1,LT,8,643,47
3,1,LT,12209,2,2,2,3,,1,2,2,1,,LT,1,LT,2,LT,8,644,47
8,8,88,12209,4,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,645,12
3,1,LT,12211,2,1,2,3,,1,1,4,3,3,LT,,LT,8,LT,8,646,59
2,3,LT,12211,3,2,2,8,,8,4,4,3,,LT,,LT,88,LT,8,647,85
2,3,LT,12213,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,648,67
3,3,LT,12215,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,649,70
3,3,LT,12215,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,650,71
1,3,LT,12217,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,651,85
1,3,LT,12217,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,652,80
3,3,LT,12219,1,2,2,8,,8,2,4,2,,LT,2,LT,88,LT,8,653,65
3,1,LT,12219,2,1,2,3,,1,1,4,2,,LT,1,LT,8,LT,8,654,65
2,3,LT,12224,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,655,71
1,3,LT,12224,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,656,81
2,1,LT,12225,1,1,2,3,,1,1,4,2,,LT,2,LT,8,LT,8,657,57
3,1,LT,12225,2,2,2,3,,1,2,4,2,,LT,1,LT,,LT,8,658,54
3,2,00,12226,1,2,2,8,,8,2,2,1,,00,3,00,88,00,8,659,44
1,5,00,12226,2,1,1,8,3,8,3,1,3,1,LT,,LT,88,LT,2,660,18
2,1,LT,12226,3,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,661,44
1,3,LT,12229,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,662,76
2,1,LT,12229,2,2,2,3,,1,1,2,1,,LT,1,LT,,LT,8,663,73
2,1,LT,12230,1,1,2,3,,1,1,2,3,,LT,,LT,2,LT,8,664,35
3,1,LT,12231,1,2,2,3,,1,1,4,3,2,LT,,LT,3,LT,8,665,54
1,3,LT,12231,2,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,666,85
2,2,LT,12232,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,667,59
2,3,LT,12236,1,1,2,8,,8,1,4,3,,00,,LT,88,LT,8,668,70
3,1,LT,12239,1,1,2,3,,1,1,2,1,,LT,2,LT,3,LT,8,669,53
2,1,LT,12239,2,2,2,3,,1,2,2,1,,LT,1,LT,4,LT,8,670,47
1,5,LT,12239,3,1,1,8,1,8,3,1,3,2,LT,,LT,88,LT,2,671,18
3,3,LT,12240,2,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,672,62
2,1,LT,12242,1,1,2,3,,1,1,2,1,,LT,3,LT,8,LT,8,673,27
1,2,LT,12242,3,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,674,27
8,8,88,12242,4,1,8,8,1,8,3,1,8,3,88,,88,88,88,8,675,4
8,8,88,12242,5,2,8,8,1,8,3,1,8,3,88,,88,88,88,8,676,2
1,3,LT,12243,2,2,2,8,,8,1,2,1,,LT,4,LT,88,LT,8,677,75
1,3,LT,12243,4,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,678,81
2,3,00,12247,1,1,2,8,,8,1,2,1,,00,2,00,88,LT,8,679,79
2,3,LT,12247,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,680,70
2,1,LT,12252,1,1,2,3,,1,1,2,1,,LT,2,LT,8,LT,8,681,58
3,1,LT,12252,2,2,2,3,,1,2,2,1,,LT,1,LT,4,LT,8,682,55
3,3,LT,12255,2,2,2,8,,8,1,2,3,,LT,,LT,88,LT,8,683,64
2,3,00,12259,1,2,2,8,,8,1,2,1,,LT,2,00,88,LT,8,684,82
1,3,LT,12259,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,685,81
2,3,LT,12266,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,686,78
2,3,LT,12268,2,1,2,8,,8,1,2,1,,LT,4,LT,88,LT,8,687,79
2,3,LT,12268,4,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,688,74
2,1,LT,12269,1,2,2,2,,8,2,2,1,,LT,2,LT,7,LT,8,689,53
1,1,LT,12269,2,1,2,2,,8,1,2,1,,LT,1,LT,7,LT,8,690,36
8,8,88,12269,3,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,691,11
2,1,LT,12271,1,2,2,3,,1,1,4,3,,LT,,LT,5,LT,8,692,63
1,3,LT,12272,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,693,76
2,3,LT,12272,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,694,72
2,1,LT,12275,1,2,2,3,,1,1,3,3,,00,,LT,2,LT,8,695,68
1,3,LT,12280,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,696,79
1,3,LT,12280,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,697,85
2,1,LT,12284,2,1,2,3,,1,2,2,1,,00,3,LT,,LT,8,698,58
2,1,LT,12284,3,2,2,3,,1,1,2,1,,LT,2,LT,5,LT,8,699,57
3,1,LT,12287,1,1,2,2,,8,1,1,3,,LT,,LT,1,LT,8,700,42
2,3,LT,12289,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,701,65
2,3,LT,12289,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,702,71
2,3,LT,12293,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,703,75
3,1,LT,12294,1,1,2,3,,1,1,2,1,,00,3,LT,8,LT,8,704,55
1,3,LT,12294,2,2,2,8,,8,4,4,3,,LT,,LT,88,LT,8,705,79
3,1,LT,12294,3,2,2,3,,1,2,2,1,2,LT,1,LT,2,LT,8,706,54
3,3,LT,12295,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,707,63
3,1,LT,12298,1,2,2,3,,1,1,4,3,,00,,LT,,LT,8,708,64
3,1,LT,12310,1,2,2,2,,8,1,2,3,,LT,,LT,1,LT,8,709,45
2,5,LT,12310,2,2,1,8,,8,3,1,3,1,LT,,LT,88,LT,3,710,21
1,5,LT,12310,3,1,1,8,,8,3,1,3,1,LT,,LT,88,LT,2,711,17
2,3,LT,12313,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,712,70
2,3,LT,12313,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,713,66
2,3,LT,12322,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,714,73
2,3,LT,12322,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,715,79
2,1,LT,12323,1,1,2,3,,1,1,2,1,,LT,2,LT,7,LT,8,716,50
2,2,LT,12323,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,717,48
8,8,88,12323,3,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,718,7
2,3,LT,12324,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,719,68
2,1,LT,12325,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,720,51
2,1,LT,12325,2,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,721,56
2,3,LT,12329,2,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,722,78
2,3,LT,12329,3,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,723,74
3,3,LT,12337,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,724,84
3,5,LT,12338,1,2,1,8,,8,3,2,3,2,LT,,LT,88,LT,3,725,28
3,1,LT,12338,2,2,2,3,,1,1,2,3,,LT,,LT,2,LT,8,726,62
3,1,LT,12339,1,1,2,3,,1,1,1,3,,LT,,LT,2,LT,8,727,40
2,3,00,12342,1,2,2,8,,8,1,3,3,,00,,00,88,LT,8,728,83
3,3,LT,12344,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,729,78
3,3,LT,12344,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,730,68
3,3,LT,12346,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,731,85
2,3,LT,12346,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,732,82
3,1,LT,12350,1,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,733,62
3,1,LT,12350,2,1,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,734,62
1,1,LT,12356,1,1,2,3,,1,3,1,3,2,LT,,LT,7,LT,8,735,31
2,1,LT,12356,2,2,2,3,,1,1,1,3,,LT,,LT,,LT,8,736,61
1,3,LT,12357,1,1,2,8,,8,1,2,3,,LT,,LT,88,LT,8,737,80
3,1,LT,12360,1,2,2,3,,1,1,2,3,,LT,,LT,2,LT,8,738,61
2,3,LT,12361,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,739,81
1,3,LT,12362,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,740,74
1,3,LT,12362,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,741,77
2,3,LT,12364,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,742,62
2,4,LT,12364,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,743,63
